沙门氏菌病	食物中毒
启蒙	状态
黑樱桃	欧洲酸樱桃
小勒衔	马嚼子
闷热	潮湿
蓝色筹码	圆形筹码
扬声器	电声传感器
沙漠卷柏	黄疸卷柏
同业公会	会所
脑积水	反常
霍默	容积单位
胶质	混合物
围裙带	绳子
银本位制	货币本位
直角三角形	三角形
先令	英国货币单位
熄烛器	用具
肝素	抗凝血剂
肝素	多聚糖
蒙羞	辱
黄道蟹	蟹
苹果蜗牛属	软体动物属
碰碰香	洋绣球
上髁炎	炎症
比特	单位
除不尽数	除数
葡萄糖	己醛糖
肥皂精	配糖物
刚毛	纤维
化合物	化学药品
烯丙左吗喃	麻醉药
方位	定向
美国骑乘马	骑乘马
脓肿	症状
棰间板疝气	裂开的状态
出口信贷	可透支额
桡脚类的动物	甲壳纲动物
蜒螺属	软体动物属
春尺蠖	尺蠖
碳化铁	化合物
刀枪不入	安全
背囊	袋子
隐尾蜚蠊科	节肢动物科
尿道狭窄	狭窄
人工智能	计算机科学
岩蕨	岩蕨
有责任	罪行
串行操作	数据处理
超时	阶段
无呼吸	症状
海绵状的东西	吸收剂
负伤	有病
凝结剂	作用物
社区活动中心	中心点
服务	援助
靠背	支撑
肩带	编织物
要价	价钱
疑惑	怀疑
编年史	记录
蓬尾浣熊	浣熊
整个比赛场地	运动场
豹猫	家猫
圆凿	利器
延迟程度	耽搁的时间
永存	存在
美人痣	饰物
使弯曲的工具	工具
规定时间	阶段
马铃薯黄矮病	黄矮病
频率	率
林地驯鹿	驯鹿
冠心病	心脏紊乱
医用列车	火车
紫羚	羚羊
衣帽架	架子
通风	自然过程
高烟囱	通气管
蚧科	节肢动物科
氟碳塑料	塑胶
跗骨炎	炎症
附录	附录
驳骨树	木贼属植物
噪音	混淆
鞭梢	皮带
六亚甲基四胺	杀菌剂
担子菌地衣	地衣
通货膨胀	通货膨胀
真理	真实
甲等的铺位	膳宿
欧洲防风草	根
非上市证券	单据
历法	组织
氮平衡	平衡状态
海豹皮	皮
寂寞	隔离
亚述语	阿卡德语
洗眼杯	容器
风铃草	落雪泥
院子	场地
汤	菜
铁屑	废金属
铁屑	铁
翻车鱼	愈颌目
盖洛威牛	菜牛
鱼箴科鱼	硬骨鱼
四肢麻痹	麻痹症
烟蒂	烟蒂
阴道积血	病理状态
打断	间歇
李斯特氏菌病	传染病
公告板	揭示板
裂解	化学方法
成交条件	协议
高氯酸盐	盐
白班	班次工作时间
黄瘤病	黄瘤
苯乙胺硫酸盐	苯齐巨林
马鞭草属植物	花
钻石	钻石
黄脂石	骨湃脂
市议员	代表
卡其布	衣料
智力	理解力
鼓甲	甲虫
感应性精神病	神经病
澳大利亚元	块
酰卤	有机化合物
格令	公制重量单位
移动摄影车	传送器
应收票据	期票
幻觉	错觉
电子天平	秤
银白杨	颤杨
锯齿形	状态
烫手的山芋	困难境地
行业	带消遣性的活动
配偶	家属
一级公路	大道
成形不全	发育不良
棕枝全日	基督教会节日
欧亚红松鼠	松鼠
打击练习场	棒球器材
杀伤爆破炸弹	炸弹
废物	废物
骨质丧失	生物进程
口琴	自由簧器具
瘀血	谋杀
干酪包布	面纱
编入	包括
空对地导弹	运载火箭
咖啡	饮料
义务	负债
粪便	粪便
地舌菌	菌类
手势	运动
起始的时间	时间点
沼泽植物	水生植物
名声	好名声
体操锻炼	锻炼
蓖麻油酸	不饱和脂肪酸
球状物	球形
弯曲	扭曲
皮契茄	灌木
圆盘离合器	摩擦离合器
马尔科夫过程	随机过程
静脉曲张	病理
印度楝的种子	籽
野玫瑰果	水果
电磁石	磁体
蜗牛科	软体动物科
捷克货币单位	货币单位
10月中旬	阶段
割毡刀	刀子
硬领枯萎病	枯萎病
咖啡杯	杯子
火漆	密封材料
狐	狐狸
桂樱	灌木
小抹香鲸	齿鲸
节疤	木材
沙丁鱼	食用鱼类
沙丁鱼	鲱科鱼
帚状耳蕨	霍莉蕨
颈甲	钢板
番茄红素	类胡萝卜素
巨斯那策狼犬	髯狗
海狸鼠	臼齿动物
正门	外面的门
套间	房屋
搬运工具	骨架
沼泽乳草	马利筋属植物
赠品	获得物
庞大的数字	无穷大量
困难境地	困境
黑心蕨属	蕨属
膨胀系数	系数
标准杆数	比分
假紫荆属树木	灌木
纺织娘	螽斯
爱杯	饮水器
阿拉巴马州人	美国人
浴室设备	固定物
笛鲷鱼	鲈形亚目鱼
笛鲷鱼	食用鱼类
烟草天蛾	毛虫
抵押凭据	收条
加拿利骨碎补	加拿利骨碎补
麻风树	被子植物
种虾	甲壳纲动物
成虫	虫子
旋壳乌贼属	软体动物属
进食障碍	病理状态
肺充血	充血
铅	金属元素
膝部	股
干草叉	耙子
粉虱科	节肢动物科
公园道路	马路
晴天	天气条件
茅草	屋面材料
鼠尾草属	海盘车单子叶植物属
雕塑室	画室
结婚年龄	年龄
摇头丸	俱乐部毒品
论点	摘要
檀香木	木材
盟约	条约
狗	狗
抖动	视频数字化
多级的	阶段
胆道炎	炎症
人口增长	增量
窍漏症	炎症
驱逐	被排除在外
西班牙古银币	硬币
小卖部	店铺
钮	紧固件
严峻的考验	鉴定
角闪岩	变质岩
小动脉硬化	硬化
莎草蕨科	蕨类植物
金刚砂石	聚合体
酬金	报酬
圣三主日	基督教会节日
油椰子	羽叶棕榈
跳蚤窝	电影院
动物病	动物病
暴政	权势
英尺朗伯	亮度单位
克氏征	症状
乳白玻璃	玻璃
斜锆石	矿质
高寒冰川	冰河
健康	生理状态
原位癌	癌
异步操作	运转
猎浣熊之猎犬	猎浣熊的猎犬
多变小冠花	小冠花
灰狐	狐狸
档案	记录
回扣	贿赂品
赤地利	藤本植物
柄	柄
两位数	整数
小更格卢鼠	囊鼠
玉米螟	毛虫
血纤维蛋白溶酶	酶
沼狸	笔尾獴
解体	骚动
绿篱用树	插枝
猬实	灌木
局部性肠炎	结肠炎
转变	改变
遗址	更常指大而气派的建筑
医疗事故保险	保险
限制酶	核酸内切酶
醇	毒品
醇	饮料
尖叶番泻	黄瓜香
硬脂酸	饱和脂肪酸
工资单	案卷
紧钳	工具
交通高峰时间	点钟
甘油胶	配制品
马蹄钩	连接器
阵挛	痉挛
奢华	舒适
绒毛	物资
继承权	股份
耶诞树	装饰品
林三趾鹑	三践鹑
喷气客机	喷气机
中国式	流派
铒	金属元素
稀疏	无穷小量
强健的拖车马	运货马车的马
南美桃花心木	桃花心木
被征服	隶属
不等边三角形	三角形
企图获得	尽力
间隔	间歇
示威集会	抗议
成螺旋状下降	转动
轮转线	旋轮线
联合	生物进程
成五倍	增多
乔木	树
石松科	蕨类植物
窖藏费	费
隐形眼镜	镜片
清洁	卫生条件
翼舱内甲板	景片
懒熊	熊
抗胃肠药	作用物
一分	硬币
猪笼草	瓶子草类
啮齿状的树叶	叶子
聚合电解质	电解质
脱臼	负伤
挖泥桶	水桶
主立面	表面
黏酸	羧酸
酸豆	角豆树
练习室	房间
美国国旗	旗帜
皮契茄属	海盘车单子叶植物属
内龙骨	横梁
木材	木材
虻科	节肢动物科
合果椰子	扇形棕榈
药鼠李	鼠李属植物
周期	间隙
肉瘤	癌症
阿活他汀	抑制素
夏至草属	海盘车单子叶植物属
电解质	溶液
精神分裂气质	神经病
美洲禾鼠属	仓鼠
十二边形	多边形
破产	破产
碗	容器
鸨	涉禽类
颂词	赞许
磅	塞货币单位
钶	铌
甲鱼	笛鲷鱼
金子	贵金属
肠梨形鞭虫病	原生性感染
脓漏	牙周炎
牙买加山茱萸	树
排泄失禁	生理状态
铁质缺乏	缺少矿物质
模范	模范
弹量单位	电磁单位
氯	瓦斯
氯	化学元素
夹层	楼层
喜蚁植物	植物群
双扇门	门
统楼面	楼层
大白鹭	鹭
学期	期限
秋月	满月
经营时期	阶段
组成	自然过程
超速离心法	离心过滤
舒适	富裕
枸杞属	海盘车单子叶植物属
梗塞	病理
枝形吊灯	照明器材
氧化铝	矾土
翅荚决明	黄瓜香
子宫颈炎	炎症
草地贪夜蛾	夜蛾
流苏花边	透孔织品
种内进化	进化
脊椎炎	炎症
表面麻醉	麻醉
中音黑管	黑管
彩色电视	电视
海鲈	食用鱼类
海鲈	鮨
激光打印机	静电印刷机
比塞瓦	加纳货币单位
音乐家	艺术家
雷亚尔	巴西货币单位
剑齿虎	大猫
草木	集合
去雾器	取暖器
长处	有利的情况或因素
猎兔狗	猎狗
马郁草	唇形科植物
氯甲	催泪瓦斯
负债	责任
大便困难	便秘
溃疡疫病	梨署伤病
干草架	架子
起疱	生物进程
降解代谢	生物进程
线雕凸版	雕版
冰点测定器	仪表
率	量关系
联合制导装置	导向系统
税后所得	收入
助听器	电子器件
伏安	电力单位
蚁蛉科	节肢动物科
艏系索	系缆
信号	通讯系统
公库	资金
无数	无穷大量
热带鸟	鹈形目的海鸟
图画用纸	纸
溜蹄的马	马
高射炮	枪炮
罴	熊
难堪	可耻的人
刺盖太阳鱼	翻车鲀
资金	资产
魔方	治疗法
印度货币单位	货币单位
全能的神	全能
鲀	刺鲀
传动皮带	皮带
角豆树	树
扁桃腺炎	炎症
食用螺	腹足纲软体动物
刺鲀	愈颌目
无眼	瞎
再悬浮	悬浮液
丙烯醯胺	酰胺
疑问语气	语气
大花田菁	树
尖状叶	单叶
切除	手术
耶稣的受难	痛苦
铷	金属元素
飞鱼导弹	制导导弹
立方英寸	容积单位
消防艇	船
词的词形变化	语法关系
四氯化物	化合物
被乘数	数
鹈鹕	鹈鹕鸟
蛾螺科	软体动物科
蔬菜水果店	杂货店
护面罩	面罩
助手	合伙人
喷灯	炉子
照应语	词
测量仪器	仪表
洋菝契根	根
基督圣体节	基督教会节日
后台执行	优先处理
吉尔	美国液体单位
溶菌作用	分解
黑板刷	橡皮擦子
赫勒	捷克货币单位
赫尔勒综合征	遗传病
赫尔勒综合征	粘多糖病
盂盆	盆
铁路线	马路
桉油	香精油
勃起障碍	阳萎
勃起障碍	机能障碍
拦路抢劫	盗窃
管教所	监禁
进展图表	图表
货运	运输
研磨机	机械装置
火气	感情
载物架	搬运器
野牛	牛科动物
射精	排出
健身脚踏车	健身设备
活期存款	营业关系
西方大耳蝠	大耳蝠
腕环	镯子
酞酸	酸类
现金流量	收入
克他命	凯特明
袭击	斗争
护患关系	医患关系
高血糖症	症状
分娩时的阵痛	剧痛
威望	身份
感恩节	法定假日
象征性的支付	报酬
垂饰	重叠
蚁蜂	黄蜂
薮春	灌木
铯榴石	矿质
溢出性尿失禁	遗尿
成红细胞增多	血液病
野牛	亚洲野牛
赤杨绵蚜	绵蚜
北部囊鼠	衣囊鼠
灰毛柳	清明柳
失业率	部分
搭车	驾车
诺鲁兹节	春分
过滤	过滤
亚麻有色织带	胶带
立方	数
抑制剂	抗抑郁药
不定根	根
利润	经济获益
鸥蛤科	软体动物科
半寄生物	寄生植物
月份	阶段
防护板	骨架
正鲭	鲭
火车	火车头
自我催眠	受催眠的状态
借记卡	开放性信贷
马衣	马饰
长臂虾属	节肢动物属
甘油酯	酯
铁笼子	笼
钳嘴鹳	鹳鸟
方法	仪表
砾岩	聚合体
凝结	硬化
溴	化学元素
正弦曲线	波状轮廓
有爪纲动物	节肢动物
穗乌毛蕨	硬羊齿植物
道路	路线
蠕虫病	侵染
达氏澳白蚁	白蚁
模拟计算机	计算机
微型胶卷	胶片
芒毛苣苔属	海盘车单子叶植物属
电解渗入法	自然过程
自反性	同指
包络线	曲线
过闸费	费
历程	化学方法
郊区住宅	房屋
鼬瓣花属	海盘车单子叶植物属
鹅卵石	碎石
钳	钳子
ABO抗体	抗体物质
百升	公制容量单位
凯特明	全身麻醉
凯特明	俱乐部毒品
虚脱	中暑
橡胶松紧线	线
绝对欧姆	阻力单位
勃朗宁机枪	机枪
会所	更常指大而气派的建筑
电话局	职场
龙须菜	满江红
阴历	历法
航运	运输
触电	负伤
一妻多夫制	多配偶制
集装箱	仪表
附条件销货	担保物权
3月中旬	阶段
贷款	欠款
逆流的过程	病理
颈圈	箍
弹壳黄铜	黄铜
边缘	界限
工厂	工厂
角钉	钉子
有理数	实数
蜜蘑	伞菌
结壳	装饰品
防火门	门
信封	集装箱
无谓的争吵	烦恼
丰年虫	鳃足动物
职业病	症
浮点运算	计算机操作
筋疲力尽	疲劳
文明	社会团体
空气污染	污染
奴隶制度	模式
加值	纯利润
饰带	饰物
砧板或墩子	硬块
中子通量	流动率
一丝不挂	赤裸裸
丘疱疹	丘疹
巨脑	反常
锯榈	扇形棕榈
自修课	阶段
黑水鸡	鹁类小鸟
化学试剂	作用物
复燃室	装置
肌纤凝蛋白	蛋白质
牛奶罐	马口铁器
痛风	关节炎
编织针	针
瓣膜不完全	无能力
轻盗窃罪	赃物
精囊炎	炎症
飞毯	铺饰用布料
皮肤病	症
期货市场	商品交易所
造成坑洞	腐蚀
带鱼	鲈形亚目鱼
护膝部分	钢板
腿甲	钢板
碳酸酯	盐
组织蛋白	简单蛋白质
黑尾鹿	鹿
球员区	场地
生物学主义	模式
千克米	能量单位
猜测	见解
磷氯铅矿	矿质
伊汶氏肉瘤	肉瘤
味觉过敏	听力损伤
预算消减	削减
亚硝酸钠	亚硝酸盐
酷刑	煎熬
充满希望	状态
质数	数
黑尿性发热	疟疾
左旋多巴	二羟苯丙氨酸
橡胶	胶乳
熬煮	萃取
篦麻毒素	毒素
篦麻毒素	白蛋白
箭石	化石
假牙架	假牙
调整	生物进程
银行汇票	汇票
目录	覆盖物
食虫虻科	节肢动物科
沟	盖印
绿砂	砂岩
带帽长斗篷	斗篷
役用犬	狗
辱骂	虐待
布质蒙皮	覆盖物
后足	足
邮船	船
失读症患者	病患
直立婆婆纳	婆婆纳属植物
鹈鹕鸟	鹈形目的海鸟
金丝葵	扇形棕榈
麻痹	生理状态
岛屿	陆地
多刺楤木	花椒
爪形足	畸形
溴酸	酸类
道德风险	风险
锦锻	衣料
灰色衣服	衣服
谴责	断言
心力衰竭	衰退
心力衰竭	心脏紊乱
财政年度	年
比目鱼	棘鳍目鱼
风疹	高敏性反应
风疹	皮疹
酚醛树脂	塑胶
二十美元钞票	钞票
防线	防御组织
顶帆	纵帆
静电发射	辐射
指数曲线	坐标图
公约数	因数
吸收	亲属关系
驱动轴	轮轴
己二烯酸	羧酸
胫甲	钢板
胫步甲属	节肢动物属
灰尘	物资
伽马氨基丁酸	神经传递介质
伽马氨基丁酸	胺酸
热凝固	凝结
课程	教育学
减充血的药剂	药物
绉纸	纸
等腰三角形	三角形
蝗虫	直翅类的昆虫
血糖	葡萄糖
窑	火炉
次氯酸盐	盐
异丙阿托品	支气管扩张剂
中耳炎	炎症
球场	露天体育场
塔巴斯科辣椒	辣角
三星符号	星章
冰河百合	赤莲
泥蜂总科	节肢动物科
虹光花	香桂
原理	自然法则
眼蝶科	节肢动物科
坩埚钢	钢铁
磷灰石	矿质
鸽子粪便	肥料
厚片	硬块
心血管疾病专家	大夫
丙烷	燃料
丙烷	瓦斯
碳酸铵	碳酸酯
干腐	植物病
挥手致意	运动
巴黎绿	颜料
巴黎绿	重盐
风土	环境条件
污染	状态
鼻腔狭窄	狭窄
鼻腔狭窄	鼻病
烧伤	负伤
绷紧状态	状态
干扰素	抗病毒药
产褥热	败血症
天灾	灾难
辐解	溶菌作用
黄金分割	比例
蒴苞	苞片
流通	散布
地板蒙布	覆盖物
硝酸钠	聚合体
血清病	过敏性反应
第二天性	习惯
发展	改进
杠杆垂悬	吊环运动
微处理机	芯片
粟蚕蛾幼虫	尖眼蕈蚊
朔月	月相
氯丙嗪	硫撑二苯胺
氯丙嗪	抗精神病药
炮台	武器架
扁鲛	鲨鱼
粉蝶	蝴蝶
紧要关头	危机
棒球赛季	季节
舌痛	苦痛
阴极	集电极
南部沼泽旅鼠	旅鼠
工蚁	工蜂
运动计划	冒险行动
两栖螈科	两栖科
欧洲酸樱桃	欧洲酸樱桃
臭虫科	节肢动物科
统一	亲密关系
长柄矮生栒子	车轮棠
羽毛球场	球场
运动训练	准备工作
干燥	状态
普通法婚姻	结婚生活
人造心脏	移植物
柑桔臀纹粉蚧	粉蚧
副棘鮃	牙鲆
轻勒	马嚼子
颅测量器	仪表
黄变症	皮肤病
毫法	电容单位
沉积粘土	泥土
前驱症状	症状
腺苷脱氨酶	酶
合伙人	地位相等的人
靴带	饰带
轨道周期	周期
船舶装载量	无穷大量
酒石酸氢钾	盐
被提名	状态
牡蛎	牡蛎
险境	逆境
石雕	雕塑
水闸	水坝
裂足	畸形
鞋楦	夹持装置
凿子	利器
气阱	大气现象
水生植物	植物群
豹鲂鮄	鲉鱼
广播	音信
语法上的一致	语法关系
长时间	阶段
圆盾状忍冬	金银花
砷化氢	瓦斯
顶方	表面
魔法	模式
血尿症	症状
兰金刻度	温度单位
忍冬属	海盘车单子叶植物属
金钱信托	信托财产
高等权利地位	身份
液压传动	连接器
羊角	紧固件
肾绞痛	苦痛
请求	请求
野扁豆	黄瓜香
绿蝇属	节肢动物属
灰蝶科	节肢动物科
母羊	羊
软玉	闪石
从属	次要的
精神爽快	返老还童
硬蛋白	简单蛋白质
赞同	赞许
紫叶珊瑚钟	贯筋
结果	结果
肌酸	胺酸
钞票	钞票
蠕动	运动
不可达到	不可能的事物
香龙草	灌木
平民	人类
茚磺苯酰胺	利尿药物
氧化镁	矿质
粘土	泥土
格罗西	波兰货币单位
电热毯	取暖器
蝉泥蜂属	节肢动物属
微暗	半暗
蝉科昆虫	同翅类昆虫
心肺锻炼	锻炼
名誉	好名声
染成蓝色	染色剂
蚌	贻贝
夸张	增大
加氢	化学方法
毛腿吸血蝠	吸血蝙蝠
抱树莲	蕨属
根茎	连接或支撑部分
蜂虻科	节肢动物科
妨碍	生理状态
闭塞空间	场地
瓶蕨属	蕨属
地牢	牢房
马粪	肥料
配电盘	电力设备
醛	有机化合物
分配者	当局
柔脑脊膜炎	髓膜炎
中国货币单位	货币单位
缺乏连续性	隔开
纸牌做的房子	结构
黑云母	云母
放电灯	灯
门栓	长杆
增加	增加量
杂乱	骚乱
碱金属	金属元素
矿物棉	非导体
街角	路口
逆戟鲸	海豚
冷藏箱	电冰箱
垫子	靠垫
小蜂	膜翅目昆虫
君主统治	统治
杵状膨大	症状
二期梅毒	梅毒
酸浆属	海盘车单子叶植物属
球螋科	节肢动物科
泥团	粘土
旱叶草	龙舌掌
钩竿	钩子
版税	报酬
大耳蝠	蝙蝠
分级股票	普通股
电话线路	连结者
车叶草属	海盘车单子叶植物属
财物	资产
硝酸钙	硝酸盐
夜鹭	夜鹭
多音大蚕蛾	天蚕蛾
鸡血石	玉髓
傍人属	南猿亚科
阶梯	阶段
主显圣容节	基督教会节日
葱霜霉病菌	霜霉菌
甲氨二氮	苯并二嗪
悬链线	曲线
齿菌	菌类
田鼠	林鼠
锡铅合金	合金
慢性白血病	白血病
基色娄月	犹太教历的月
车棚	车库
癫痫小发作	突然迸发
道德败坏	骚乱
细点牛肝菌	牛肝菌
木制小桶	小桶
调味瓶	瓶子
2月中旬	阶段
金毛狗属	蕨属
南极光	极光
鲬鱼	鲉鱼
悬臂	横梁
单元	部分-整体关系
显现节	基督教会节日
印度野狗	野狼
英国国教天主教派	英国国教
预算款项	存款
药物	麻醉药
连环漫画	漫画
战争基金	存款
散发	生物进程
钢丝锯	手锯
亚麻布床单	亚麻织物
偿债基金	存款
财政手段	资金
埃姆斯椅	椅子
细微差别	意思
尺吨	能量单位
便装	衣服
顾问委员会	活动船板
